MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_POSITION,208.9340000,0.7693135,1.2191944,-4.7390332
MsgID.LOCAL_VELOCITY,208.9340000,1.1297694,1.8030652,-0.1156174
MsgID.GLOBAL_POSITION,0.0000000,-122.3974362,37.7924869,4.7390000
MsgID.LOCAL_VELOCITY,0.0000000,1.1200000,1.8000000,-0.1100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,209.1850000,0.9740622,1.7364267,-4.7421350
MsgID.LOCAL_VELOCITY,209.1850000,0.9047962,1.6065458,-0.1357757
MsgID.GLOBAL_POSITION,0.0000000,-122.3974304,37.7924887,4.7420000
MsgID.LOCAL_VELOCITY,0.0000000,0.9000000,1.6000000,-0.1300000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974267,37.7924910,4.7430000
MsgID.LOCAL_VELOCITY,0.0000000,1.4100000,0.9900000,-0.1800000
MsgID.LOCAL_POSITION,209.4350000,1.2259952,2.0663450,-4.7437901
MsgID.LOCAL_VELOCITY,209.4350000,1.4195721,0.9964031,-0.1813506
MsgID.GLOBAL_POSITION,0.0000000,-122.3974246,37.7924940,4.7540000
MsgID.LOCAL_VELOCITY,0.0000000,1.4800000,0.6300000,-0.1700000
MsgID.LOCAL_POSITION,209.6850000,1.5625613,2.2497549,-4.7543945
MsgID.LOCAL_VELOCITY,209.6850000,1.4886429,0.6378635,-0.1760825
MsgID.GLOBAL_POSITION,0.0000000,-122.3974224,37.7924985,4.7660000
MsgID.LOCAL_VELOCITY,0.0000000,1.1700000,0.9400000,-0.1300000
MsgID.LOCAL_POSITION,209.9360000,2.0565612,2.4489892,-4.7660823
MsgID.LOCAL_VELOCITY,209.9360000,1.1771772,0.9440022,-0.1306298
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,210.1870000,2.2686369,2.7010875,-4.7835107
MsgID.LOCAL_VELOCITY,210.1870000,1.3453615,0.9717201,-0.0997077
MsgID.GLOBAL_POSITION,0.0000000,-122.3974196,37.7925004,4.7830000
MsgID.LOCAL_VELOCITY,0.0000000,1.3400000,0.9700000,-0.0900000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974169,37.7925040,4.8010000
MsgID.LOCAL_VELOCITY,0.0000000,1.3800000,0.9700000,0.0400000
MsgID.LOCAL_POSITION,210.4370000,2.6727152,2.9395628,-4.8010750
MsgID.LOCAL_VELOCITY,210.4370000,1.3825079,0.9758253,0.0428606
MsgID.GLOBAL_POSITION,0.0000000,-122.3974142,37.7925083,4.8040000
MsgID.LOCAL_VELOCITY,0.0000000,0.9700000,1.4000000,0.1300000
MsgID.LOCAL_POSITION,210.6880000,3.1460083,3.1778240,-4.8043742
MsgID.LOCAL_VELOCITY,210.6880000,0.9736814,1.4041523,0.1301511
MsgID.GLOBAL_POSITION,0.0000000,-122.3974092,37.7925078,4.8090000
MsgID.LOCAL_VELOCITY,0.0000000,0.3300000,1.4300000,0.1400000
MsgID.LOCAL_POSITION,210.9380000,3.0962400,3.6204641,-4.8094249
MsgID.LOCAL_VELOCITY,210.9380000,0.3364413,1.4390509,0.1480806
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974039,37.7925078,4.8260000
MsgID.LOCAL_VELOCITY,0.0000000,0.7000000,1.3700000,0.1400000
MsgID.LOCAL_POSITION,211.1880000,3.0978506,4.0917563,-4.8267918
MsgID.LOCAL_VELOCITY,211.1880000,0.7026174,1.3799409,0.1427615
MsgID.GLOBAL_POSITION,0.0000000,-122.3973999,37.7925118,4.8300000
MsgID.LOCAL_VELOCITY,0.0000000,1.3200000,1.5000000,0.1800000
MsgID.LOCAL_POSITION,211.4390000,3.5388455,4.4521756,-4.8308349
MsgID.LOCAL_VELOCITY,211.4390000,1.3297628,1.5004641,0.1806211
MsgID.LOCAL_POSITION,211.6880000,3.9457526,4.6415868,-4.8277202
MsgID.LOCAL_VELOCITY,211.6880000,1.2761632,1.2470857,0.1765314
MsgID.GLOBAL_POSITION,0.0000000,-122.3973977,37.7925155,4.8270000
MsgID.LOCAL_VELOCITY,0.0000000,1.2700000,1.2400000,0.1700000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973960,37.7925177,4.8260000
MsgID.LOCAL_VELOCITY,0.0000000,1.5300000,0.9100000,0.1200000
MsgID.LOCAL_POSITION,211.9380000,4.1966572,4.7965999,-4.8261395
MsgID.LOCAL_VELOCITY,211.9380000,1.5323902,0.9167093,0.1250365
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,212.1890000,4.6669483,5.1112118,-4.8254480
MsgID.LOCAL_VELOCITY,212.1890000,1.5457532,0.7455467,0.0707836
MsgID.GLOBAL_POSITION,0.0000000,-122.3973924,37.7925220,4.8250000
MsgID.LOCAL_VELOCITY,0.0000000,1.5400000,0.7400000,0.0700000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973897,37.7925259,4.8180000
MsgID.LOCAL_VELOCITY,0.0000000,1.2400000,1.1300000,-0.0500000
MsgID.LOCAL_POSITION,212.4390000,5.1032743,5.3524995,-4.8184748
MsgID.LOCAL_VELOCITY,212.4390000,1.2404890,1.1333898,-0.0539679
MsgID.LOCAL_POSITION,212.6880000,5.1889224,5.6460471,-4.8131042
MsgID.LOCAL_VELOCITY,212.6880000,1.4392674,1.1544843,-0.0892668
MsgID.GLOBAL_POSITION,0.0000000,-122.3973864,37.7925267,4.8130000
MsgID.LOCAL_VELOCITY,0.0000000,1.4300000,1.1500000,-0.0800000
MsgID.LOCAL_POSITION,212.9390000,5.6704826,5.9495063,-4.8127518
MsgID.LOCAL_VELOCITY,212.9390000,1.4724212,1.2263604,-0.1354122
MsgID.GLOBAL_POSITION,0.0000000,-122.3973830,37.7925310,4.8120000
MsgID.LOCAL_VELOCITY,0.0000000,1.4700000,1.2200000,-0.1300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,213.1890000,6.1396356,6.1744018,-4.8236680
MsgID.LOCAL_VELOCITY,213.1890000,1.0187653,1.5777695,-0.1981242
MsgID.GLOBAL_POSITION,0.0000000,-122.3973805,37.7925352,4.8230000
MsgID.LOCAL_VELOCITY,0.0000000,1.0100000,1.5700000,-0.1900000
MsgID.LOCAL_POSITION,213.4390000,6.3287697,6.6409039,-4.8364253
MsgID.LOCAL_VELOCITY,213.4390000,0.5424086,1.5115340,-0.1168813
MsgID.GLOBAL_POSITION,0.0000000,-122.3973752,37.7925369,4.8360000
MsgID.LOCAL_VELOCITY,0.0000000,0.5400000,1.5100000,-0.1100000
MsgID.LOCAL_POSITION,213.6890000,6.3782096,7.0642514,-4.8398972
MsgID.LOCAL_VELOCITY,213.6890000,0.8886264,1.3769881,-0.0795757
MsgID.GLOBAL_POSITION,0.0000000,-122.3973705,37.7925374,4.8390000
MsgID.LOCAL_VELOCITY,0.0000000,0.8800000,1.3700000,-0.0700000
MsgID.LOCAL_POSITION,213.9390000,6.5042686,7.3961563,-4.8566599
MsgID.LOCAL_VELOCITY,213.9390000,1.0786541,1.5041771,-0.0356109
MsgID.GLOBAL_POSITION,0.0000000,-122.3973667,37.7925385,4.8560000
MsgID.LOCAL_VELOCITY,0.0000000,1.0700000,1.5000000,-0.0300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973627,37.7925410,4.8620000
MsgID.LOCAL_VELOCITY,0.0000000,1.2200000,1.2800000,0.0700000
MsgID.LOCAL_POSITION,214.1900000,6.7885232,7.7533512,-4.8629370
MsgID.LOCAL_VELOCITY,214.1900000,1.2295095,1.2819124,0.0776959
MsgID.GLOBAL_POSITION,0.0000000,-122.3973602,37.7925436,4.8700000
MsgID.LOCAL_VELOCITY,0.0000000,1.7600000,0.8500000,0.0900000
MsgID.LOCAL_POSITION,214.4400000,7.0669994,7.9781132,-4.8708482
MsgID.LOCAL_VELOCITY,214.4400000,1.7695940,0.8535219,0.0960871
MsgID.GLOBAL_POSITION,0.0000000,-122.3973564,37.7925485,4.8750000
MsgID.LOCAL_VELOCITY,0.0000000,1.7400000,0.7200000,0.1400000
MsgID.LOCAL_POSITION,214.6910000,7.6149902,8.3115215,-4.8751693
MsgID.LOCAL_VELOCITY,214.6910000,1.7477124,0.7280700,0.1496821
MsgID.GLOBAL_POSITION,0.0000000,-122.3973534,37.7925531,4.8730000
MsgID.LOCAL_VELOCITY,0.0000000,1.1900000,0.9800000,0.1000000
MsgID.LOCAL_POSITION,214.9410000,8.1292629,8.5792437,-4.8739858
MsgID.LOCAL_VELOCITY,214.9410000,1.1965414,0.9838331,0.1018123
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973525,37.7925552,4.8770000
MsgID.LOCAL_VELOCITY,0.0000000,1.1300000,0.9400000,0.1000000
MsgID.LOCAL_POSITION,215.1910000,8.3568134,8.6650047,-4.8776164
MsgID.LOCAL_VELOCITY,215.1910000,1.1399745,0.9419913,0.1069861
MsgID.GLOBAL_POSITION,0.0000000,-122.3973501,37.7925581,4.8740000
MsgID.LOCAL_VELOCITY,0.0000000,1.2200000,1.5700000,0.0300000
MsgID.LOCAL_POSITION,215.4420000,8.6820822,8.8733196,-4.8747048
MsgID.LOCAL_VELOCITY,215.4420000,1.2231419,1.5773641,0.0363073
MsgID.GLOBAL_POSITION,0.0000000,-122.3973452,37.7925601,4.8710000
MsgID.LOCAL_VELOCITY,0.0000000,0.8700000,1.8100000,0.0300000
MsgID.LOCAL_POSITION,215.6910000,8.9063320,9.3067780,-4.8710775
MsgID.LOCAL_VELOCITY,215.6910000,0.8783389,1.8168217,0.0331447
MsgID.GLOBAL_POSITION,0.0000000,-122.3973389,37.7925606,4.8620000
MsgID.LOCAL_VELOCITY,0.0000000,0.5500000,1.4600000,-0.0800000
MsgID.LOCAL_POSITION,215.9410000,8.9634199,9.8678083,-4.8624296
MsgID.LOCAL_VELOCITY,215.9410000,0.5536219,1.4649940,-0.0818398
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,216.1920000,9.3074188,10.1208000,-4.8654175
MsgID.LOCAL_VELOCITY,216.1920000,1.1653734,0.7803940,-0.1707217
MsgID.GLOBAL_POSITION,0.0000000,-122.3973361,37.7925637,4.8650000
MsgID.LOCAL_VELOCITY,0.0000000,1.1600000,0.7800000,-0.1700000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973344,37.7925668,4.8660000
MsgID.LOCAL_VELOCITY,0.0000000,1.3600000,0.6700000,-0.1200000
MsgID.LOCAL_POSITION,216.4410000,9.6451006,10.2742453,-4.8663630
MsgID.LOCAL_VELOCITY,216.4410000,1.3637980,0.6789335,-0.1221951
MsgID.GLOBAL_POSITION,0.0000000,-122.3973327,37.7925695,4.8630000
MsgID.LOCAL_VELOCITY,0.0000000,1.1800000,1.0000000,-0.2000000
MsgID.LOCAL_POSITION,216.6920000,9.9522667,10.4237261,-4.8630872
MsgID.LOCAL_VELOCITY,216.6920000,1.1848612,1.0010747,-0.2021378
MsgID.GLOBAL_POSITION,0.0000000,-122.3973306,37.7925728,4.8660000
MsgID.LOCAL_VELOCITY,0.0000000,1.5600000,1.0200000,-0.1700000
MsgID.LOCAL_POSITION,216.9420000,10.3148022,10.6117754,-4.8664837
MsgID.LOCAL_VELOCITY,216.9420000,1.5611751,1.0236113,-0.1795010
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973265,37.7925772,4.8780000
MsgID.LOCAL_VELOCITY,0.0000000,1.4500000,0.8900000,-0.1600000
MsgID.LOCAL_POSITION,217.1910000,10.8084669,10.9767199,-4.8786688
MsgID.LOCAL_VELOCITY,217.1910000,1.4549888,0.8941337,-0.1688708
MsgID.LOCAL_POSITION,217.4420000,11.0606699,11.1457405,-4.8893127
MsgID.LOCAL_VELOCITY,217.4420000,0.8376002,1.2407738,-0.1304736
MsgID.GLOBAL_POSITION,0.0000000,-122.3973246,37.7925795,4.8890000
MsgID.LOCAL_VELOCITY,0.0000000,0.8300000,1.2400000,-0.1300000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973207,37.7925791,4.8940000
MsgID.LOCAL_VELOCITY,0.0000000,0.5400000,1.3800000,-0.0300000
MsgID.LOCAL_POSITION,217.6930000,11.0150309,11.4865541,-4.8944912
MsgID.LOCAL_VELOCITY,217.6930000,0.5454765,1.3844017,-0.0398027
MsgID.GLOBAL_POSITION,0.0000000,-122.3973162,37.7925828,4.8900000
MsgID.LOCAL_VELOCITY,0.0000000,1.2100000,1.1200000,-0.0600000
MsgID.LOCAL_POSITION,217.9440000,11.4327993,11.8909197,-4.8904543
MsgID.LOCAL_VELOCITY,217.9440000,1.2115471,1.1234232,-0.0693993
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973132,37.7925853,4.9020000
MsgID.LOCAL_VELOCITY,0.0000000,1.2500000,0.9600000,-0.0600000
MsgID.LOCAL_POSITION,218.1930000,11.7098742,12.1532898,-4.9022121
MsgID.LOCAL_VELOCITY,218.1930000,1.2589240,0.9698449,-0.0623937
MsgID.GLOBAL_POSITION,0.0000000,-122.3973101,37.7925861,4.8960000
MsgID.LOCAL_VELOCITY,0.0000000,0.8400000,1.2200000,-0.0200000
MsgID.LOCAL_POSITION,218.4450000,11.7978125,12.4308128,-4.8962340
MsgID.LOCAL_VELOCITY,218.4450000,0.8470543,1.2245463,-0.0259416
MsgID.LOCAL_POSITION,218.6950000,12.1779995,12.7320862,-4.8987579
MsgID.LOCAL_VELOCITY,218.6950000,1.2983956,1.1227136,-0.0724785
MsgID.GLOBAL_POSITION,0.0000000,-122.3973067,37.7925896,4.8980000
MsgID.LOCAL_VELOCITY,0.0000000,1.2900000,1.1200000,-0.0700000
MsgID.LOCAL_POSITION,218.9450000,12.5442610,12.9885931,-4.9053302
MsgID.LOCAL_VELOCITY,218.9450000,1.5607469,1.0724342,-0.0659784
MsgID.GLOBAL_POSITION,0.0000000,-122.3973038,37.7925928,4.9050000
MsgID.LOCAL_VELOCITY,0.0000000,1.5600000,1.0700000,-0.0600000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,219.1950000,12.8675976,13.3065500,-4.9078541
MsgID.LOCAL_VELOCITY,219.1950000,1.1393790,1.4163388,-0.0494056
MsgID.GLOBAL_POSITION,0.0000000,-122.3973003,37.7925958,4.9070000
MsgID.LOCAL_VELOCITY,0.0000000,1.1300000,1.4100000,-0.0400000
MsgID.LOCAL_POSITION,219.4460000,13.0823965,13.6567478,-4.9172530
MsgID.LOCAL_VELOCITY,219.4460000,0.8181968,1.3362647,-0.0596661
MsgID.GLOBAL_POSITION,0.0000000,-122.3972963,37.7925977,4.9170000
MsgID.LOCAL_VELOCITY,0.0000000,0.8100000,1.3300000,-0.0500000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972925,37.7926017,4.9210000
MsgID.LOCAL_VELOCITY,0.0000000,1.2300000,1.2300000,0.0400000
MsgID.LOCAL_POSITION,219.6960000,13.5246086,13.9944067,-4.9217515
MsgID.LOCAL_VELOCITY,219.6960000,1.2321804,1.2338841,0.0447258
MsgID.LOCAL_POSITION,219.9450000,13.8062887,14.3241501,-4.9229269
MsgID.LOCAL_VELOCITY,219.9450000,1.1453226,1.4823707,0.0532806
MsgID.GLOBAL_POSITION,0.0000000,-122.3972888,37.7926042,4.9220000
MsgID.LOCAL_VELOCITY,0.0000000,1.1400000,1.4800000,0.0500000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,220.1960000,13.9490232,14.6286440,-4.9286838
MsgID.LOCAL_VELOCITY,220.1960000,0.8727720,1.3495741,0.0817909
MsgID.GLOBAL_POSITION,0.0000000,-122.3972854,37.7926055,4.9280000
MsgID.LOCAL_VELOCITY,0.0000000,0.8700000,1.3400000,0.0800000
MsgID.LOCAL_POSITION,220.4460000,14.2269831,14.9651203,-4.9392400
MsgID.LOCAL_VELOCITY,220.4460000,1.3855975,0.9755198,0.0753643
MsgID.GLOBAL_POSITION,0.0000000,-122.3972816,37.7926080,4.9390000
MsgID.LOCAL_VELOCITY,0.0000000,1.3800000,0.9700000,0.0700000
MsgID.LOCAL_POSITION,220.6960000,14.6870184,15.1142750,-4.9405942
MsgID.LOCAL_VELOCITY,220.6960000,1.4702778,0.8346998,0.1324272
MsgID.GLOBAL_POSITION,0.0000000,-122.3972799,37.7926121,4.9400000
MsgID.LOCAL_VELOCITY,0.0000000,1.4700000,0.8300000,0.1300000
MsgID.LOCAL_POSITION,220.9460000,15.0536013,15.3183756,-4.9401569
MsgID.LOCAL_VELOCITY,220.9460000,1.1804332,1.1907308,0.1575103
MsgID.GLOBAL_POSITION,0.0000000,-122.3972776,37.7926154,4.9400000
MsgID.LOCAL_VELOCITY,0.0000000,1.1800000,1.1900000,0.1500000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972716,37.7926170,4.9390000
MsgID.LOCAL_VELOCITY,0.0000000,1.4300000,1.1800000,0.1100000
MsgID.LOCAL_POSITION,221.1960000,15.2251844,15.8490019,-4.9393663
MsgID.LOCAL_VELOCITY,221.1960000,1.4323050,1.1863290,0.1150149
MsgID.GLOBAL_POSITION,0.0000000,-122.3972687,37.7926209,4.9300000
MsgID.LOCAL_VELOCITY,0.0000000,1.4600000,0.8800000,0.1400000
MsgID.LOCAL_POSITION,221.4460000,15.6560183,16.1119308,-4.9307227
MsgID.LOCAL_VELOCITY,221.4460000,1.4632632,0.8862451,0.1444457
MsgID.GLOBAL_POSITION,0.0000000,-122.3972651,37.7926236,4.9210000
MsgID.LOCAL_VELOCITY,0.0000000,1.1000000,1.1700000,-0.0100000
MsgID.LOCAL_POSITION,221.6960000,15.9578342,16.4300194,-4.9211612
MsgID.LOCAL_VELOCITY,221.6960000,1.1017405,1.1721290,-0.0150627
MsgID.GLOBAL_POSITION,0.0000000,-122.3972628,37.7926260,4.9190000
MsgID.LOCAL_VELOCITY,0.0000000,1.3500000,1.1100000,-0.0600000
MsgID.LOCAL_POSITION,221.9460000,16.2330990,16.6363239,-4.9196968
MsgID.LOCAL_VELOCITY,221.9460000,1.3596625,1.1189698,-0.0672593
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972609,37.7926294,4.9190000
MsgID.LOCAL_VELOCITY,0.0000000,1.4800000,1.0400000,-0.1100000
MsgID.LOCAL_POSITION,222.1960000,16.6003342,16.8042660,-4.9199128
MsgID.LOCAL_VELOCITY,222.1960000,1.4818431,1.0483825,-0.1141433
MsgID.GLOBAL_POSITION,0.0000000,-122.3972559,37.7926323,4.9170000
MsgID.LOCAL_VELOCITY,0.0000000,1.0500000,1.5300000,-0.1500000
MsgID.LOCAL_POSITION,222.4460000,16.9248810,17.2468491,-4.9179616
MsgID.LOCAL_VELOCITY,222.4460000,1.0561218,1.5345527,-0.1501215
MsgID.GLOBAL_POSITION,0.0000000,-122.3972513,37.7926340,4.9230000
MsgID.LOCAL_VELOCITY,0.0000000,0.5400000,1.4300000,-0.1400000
MsgID.LOCAL_POSITION,222.6970000,17.1220722,17.6542149,-4.9235244
MsgID.LOCAL_VELOCITY,222.6970000,0.5497904,1.4312320,-0.1427778
MsgID.GLOBAL_POSITION,0.0000000,-122.3972497,37.7926354,4.9330000
MsgID.LOCAL_VELOCITY,0.0000000,0.7900000,1.0800000,-0.1600000
MsgID.LOCAL_POSITION,222.9460000,17.2701015,17.7995930,-4.9337425
MsgID.LOCAL_VELOCITY,222.9460000,0.7983494,1.0834271,-0.1634868
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972446,37.7926370,4.9480000
MsgID.LOCAL_VELOCITY,0.0000000,1.1700000,1.4700000,-0.0100000
MsgID.LOCAL_POSITION,223.1970000,17.4548683,18.2548981,-4.9483147
MsgID.LOCAL_VELOCITY,223.1970000,1.1757810,1.4722124,-0.0183014
MsgID.GLOBAL_POSITION,0.0000000,-122.3972421,37.7926387,4.9600000
MsgID.LOCAL_VELOCITY,0.0000000,1.2700000,1.4400000,0.0400000
MsgID.LOCAL_POSITION,223.4470000,17.6403542,18.4773922,-4.9608927
MsgID.LOCAL_VELOCITY,223.4470000,1.2754606,1.4472550,0.0407140
MsgID.GLOBAL_POSITION,0.0000000,-122.3972400,37.7926422,4.9580000
MsgID.LOCAL_VELOCITY,0.0000000,1.8000000,1.1900000,0.1400000
MsgID.LOCAL_POSITION,223.6960000,18.0326424,18.6612606,-4.9589014
MsgID.LOCAL_VELOCITY,223.6960000,1.8095027,1.1953723,0.1437774
MsgID.GLOBAL_POSITION,0.0000000,-122.3972368,37.7926483,4.9590000
MsgID.LOCAL_VELOCITY,0.0000000,1.8200000,0.8400000,0.1600000
MsgID.LOCAL_POSITION,223.9470000,18.7039661,18.9423866,-4.9593549
MsgID.LOCAL_VELOCITY,223.9470000,1.8213422,0.8449347,0.1608106
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972332,37.7926515,4.9720000
MsgID.LOCAL_VELOCITY,0.0000000,0.9800000,0.7100000,0.1200000
MsgID.LOCAL_POSITION,224.1970000,19.0663376,19.2625160,-4.9720979
MsgID.LOCAL_VELOCITY,224.1970000,0.9837729,0.7125562,0.1295501
MsgID.GLOBAL_POSITION,0.0000000,-122.3972303,37.7926530,4.9720000
MsgID.LOCAL_VELOCITY,0.0000000,0.4900000,0.9900000,0.2500000
MsgID.LOCAL_POSITION,224.4470000,19.2222061,19.5276375,-4.9724741
MsgID.LOCAL_VELOCITY,224.4470000,0.4946597,0.9906034,0.2547529
MsgID.GLOBAL_POSITION,0.0000000,-122.3972283,37.7926557,4.9590000
MsgID.LOCAL_VELOCITY,0.0000000,0.9400000,1.2900000,0.1600000
MsgID.LOCAL_POSITION,224.6970000,19.5238190,19.7065659,-4.9597349
MsgID.LOCAL_VELOCITY,224.6970000,0.9498034,1.2965037,0.1645184
MsgID.GLOBAL_POSITION,0.0000000,-122.3972248,37.7926564,4.9550000
MsgID.LOCAL_VELOCITY,0.0000000,1.0100000,1.8300000,0.1200000
MsgID.LOCAL_POSITION,224.9470000,19.6001759,20.0155525,-4.9552460
MsgID.LOCAL_VELOCITY,224.9470000,1.0198940,1.8327352,0.1268275
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972187,37.7926581,4.9460000
MsgID.LOCAL_VELOCITY,0.0000000,0.7900000,1.8000000,0.0900000
MsgID.LOCAL_POSITION,225.1970000,19.7981300,20.5561485,-4.9467335
MsgID.LOCAL_VELOCITY,225.1970000,0.7901912,1.8037708,0.0952743
MsgID.GLOBAL_POSITION,0.0000000,-122.3972144,37.7926616,4.9440000
MsgID.LOCAL_VELOCITY,0.0000000,0.6500000,1.1000000,-0.0600000
MsgID.LOCAL_POSITION,225.4480000,20.1871796,20.9369717,-4.9445214
MsgID.LOCAL_VELOCITY,225.4480000,0.6587352,1.1002517,-0.0607618
MsgID.LOCAL_POSITION,225.6970000,20.3323727,21.1392765,-4.9498081
MsgID.LOCAL_VELOCITY,225.6970000,1.0636539,0.7855123,-0.0312120
MsgID.GLOBAL_POSITION,0.0000000,-122.3972121,37.7926629,4.9490000
MsgID.LOCAL_VELOCITY,0.0000000,1.0600000,0.7800000,-0.0300000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972072,37.7926641,4.9370000
MsgID.LOCAL_VELOCITY,0.0000000,1.2000000,1.1100000,-0.0900000
MsgID.LOCAL_POSITION,225.9480000,20.4593086,21.5780144,-4.9372215
MsgID.LOCAL_VELOCITY,225.9480000,1.2051307,1.1120999,-0.0985870
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972068,37.7926669,4.9420000
MsgID.LOCAL_VELOCITY,0.0000000,1.0600000,0.9700000,-0.1900000
MsgID.LOCAL_POSITION,226.1990000,20.7688007,21.6164913,-4.9424310
MsgID.LOCAL_VELOCITY,226.1990000,1.0691558,0.9776802,-0.1932913
MsgID.LOCAL_POSITION,226.4490000,21.2064323,21.8630791,-4.9570136
MsgID.LOCAL_VELOCITY,226.4490000,1.4134198,0.7904432,-0.1048442
MsgID.GLOBAL_POSITION,0.0000000,-122.3972040,37.7926708,4.9570000
MsgID.LOCAL_VELOCITY,0.0000000,1.4100000,0.7900000,-0.1000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972016,37.7926746,4.9560000
MsgID.LOCAL_VELOCITY,0.0000000,1.5400000,0.5800000,-0.0400000
MsgID.LOCAL_POSITION,226.6980000,21.6314583,22.0775280,-4.9565201
MsgID.LOCAL_VELOCITY,226.6980000,1.5452302,0.5811999,-0.0445298
MsgID.GLOBAL_POSITION,0.0000000,-122.3972000,37.7926780,4.9520000
MsgID.LOCAL_VELOCITY,0.0000000,1.2300000,0.9800000,-0.0300000
MsgID.LOCAL_POSITION,226.9490000,22.0093765,22.2179451,-4.9525537
MsgID.LOCAL_VELOCITY,226.9490000,1.2354900,0.9834670,-0.0349102
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971961,37.7926797,4.9600000
MsgID.LOCAL_VELOCITY,0.0000000,1.4700000,1.1900000,-0.0200000
MsgID.LOCAL_POSITION,227.1990000,22.1953945,22.5669708,-4.9609509
MsgID.LOCAL_VELOCITY,227.1990000,1.4709815,1.1983466,-0.0284104
MsgID.GLOBAL_POSITION,0.0000000,-122.3971937,37.7926842,4.9540000
MsgID.LOCAL_VELOCITY,0.0000000,1.5000000,1.0300000,0.0500000
MsgID.LOCAL_POSITION,227.4500000,22.6916142,22.7779446,-4.9546747
MsgID.LOCAL_VELOCITY,227.4500000,1.5027373,1.0358787,0.0502305
MsgID.GLOBAL_POSITION,0.0000000,-122.3971908,37.7926863,4.9560000
MsgID.LOCAL_VELOCITY,0.0000000,1.0000000,1.4700000,-0.0300000
MsgID.LOCAL_POSITION,227.7000000,22.9280281,23.0397224,-4.9562244
MsgID.LOCAL_VELOCITY,227.7000000,1.0045104,1.4758061,-0.0382751
